"Date";"Value";"FVal";"PVal"
2015-12-07;2,2877;7,676;0,005667
2015-12-08;2,2953;7,719;0,005534
2015-12-09;2,273;7,78;0,00535
2015-12-10;2,2964;7,759;0,005411
2015-12-11;2,189;7,816;0,005244
2015-12-14;2,2905;7,906;0,004991
2015-12-15;2,3335;8,02;0,004687
2015-12-16;2,3639;8,081;0,004534
2015-12-17;2,2936;8,109;0,004464
2015-12-18;2,2521;8,14;0,00439
2015-12-21;2,2545;8,205;0,004236
2015-12-22;2,2984;8,297;0,004028
2015-12-23;2,3327;8,372;0,003866
2015-12-24;2,3097;8,438;0,003728
2015-12-28;2,2991;8,569;0,00347
2015-12-29;2,3789;8,699;0,003233
2015-12-30;2,376;8,804;0,003054
2015-12-31;2,3436;8,88;0,00293
2016-01-04;2,3079;8,963;0,0028
2016-01-05;2,3169;8,986;0,002765
2016-01-06;2,2427;8,988;0,002763
2016-01-07;2,2161;8,967;0,002794
2016-01-08;2,1896;8,977;0,002778
2016-01-11;2,2272;8,941;0,002835
2016-01-12;2,1698;8,867;0,00295
2016-01-13;2,125;8,82;0,003026
2016-01-14;2,1574;8,718;0,003201
2016-01-15;2,0886;8,632;0,003354
2016-01-19;2,1086;8,506;0,003593
2016-01-20;2,0584;8,393;0,003822
2016-01-21;2,0736;8,313;0,003991
2016-01-22;2,1151;8,202;0,004242
2016-01-25;2,0744;8,082;0,004532
2016-01-26;2,0616;7,964;0,004835
2016-01-27;2,0637;7,833;0,005197
2016-01-28;2,0455;7,659;0,005718
2016-01-29;1,989;7,514;0,006196
2016-02-01;2,0236;7,292;0,007004
2016-02-02;1,9198;7,084;0,007861
2016-02-03;1,9341;6,871;0,00885
2016-02-04;1,923;6,648;0,010023
2016-02-05;1,9047;6,353;0,011822
2016-02-08;1,7971;6,059;0,01395
2016-02-09;1,7883;5,757;0,016543
2016-02-10;1,7669;5,417;0,020076
2016-02-11;1,6952;5,155;0,023326
2016-02-12;1,8036;4,919;0,026715
2016-02-16;1,8363;4,711;0,030119
2016-02-17;1,8746;4,473;0,034591
2016-02-18;1,815;4,245;0,039539
2016-02-19;1,8212;4,029;0,044913
2016-02-22;1,8325;3,806;0,051269
2016-02-23;1,8097;3,591;0,05827
2016-02-24;1,815;3,362;0,066904
2016-02-25;1,7735;3,17;0,075221
2016-02-26;1,8326;2,974;0,084823
2016-02-29;1,8145;2,829;0,092802
2016-03-01;1,91;2,694;0,100942
2016-03-02;1,9252;2,553;0,110282
2016-03-03;1,9046;2,44;0,11849
2016-03-04;1,9596;2,338;0,126455
2016-03-07;1,9805;2,204;0,137873
2016-03-08;1,8974;2,097;0,147816
2016-03-09;1,9553;2,008;0,156685
2016-03-10;1,995;1,938;0,164099
2016-03-11;2,039;1,865;0,172243
2016-03-14;2,0284;1,792;0,180893
2016-03-15;2,024;1,709;0,19134
2016-03-16;1,9928;1,617;0,203765
2016-03-17;1,9618;1,517;0,21827
2016-03-18;1,9331;1,435;0,231201
2016-03-21;1,9756;1,362;0,243442
2016-03-22;1,9975;1,269;0,260089
2016-03-23;1,9303;1,188;0,275965
2016-03-24;1,9556;1,102;0,293934
2016-03-28;1,9333;0,999;0,31767
2016-03-29;1,8593;0,907;0,341077
2016-03-30;1,8815;0,806;0,369456
2016-03-31;1,8294;0,713;0,398466
2016-04-01;1,8399;0,622;0,430545
2016-04-04;1,819;0,526;0,468589
2016-04-05;1,7667;0,444;0,505379
2016-04-06;1,8011;0,358;0,54967
2016-04-07;1,7368;0,285;0,59384
2016-04-08;1,7574;0,22;0,638811
2016-04-11;1,7654;0,171;0,679513
2016-04-12;1,8206;0,125;0,723425
2016-04-13;1,7996;0,089;0,765438
2016-04-14;1,8264;0,056;0,812154
2016-04-15;1,7901;0,032;0,857457
2016-04-18;1,8095;0,015;0,901289
2016-04-19;1,8274;0,006;0,938848
2016-04-20;1,8865;0,001;0,974373
2016-04-21;1,9062;0;0,992499
2016-04-22;1,9283;0,002;0,961246
2016-04-25;1,9452;0,007;0,933687
2016-04-26;1,9779;0,016;0,897822
2016-04-27;1,9032;0,032;0,858428
2016-04-28;1,8699;0,052;0,818844
2016-04-29;1,8654;0,074;0,785168
2016-05-02;1,916;0,107;0,744204
2016-05-03;1,8447;0,146;0,702023
2016-05-04;1,8268;0,197;0,656968
2016-05-05;1,7905;0,252;0,615956
2016-05-06;1,8194;0,316;0,573864
2016-05-09;1,7967;0,388;0,533194
2016-05-10;1,7973;0,472;0,492113
2016-05-11;1,7764;0,558;0,455051
2016-05-12;1,8033;0,662;0,415901
2016-05-13;1,7584;0,764;0,382184
2016-05-16;1,8026;0,872;0,350422
2016-05-17;1,8062;0,957;0,328199
2016-05-18;1,9184;1,051;0,305502
2016-05-19;1,8979;1,151;0,283496
2016-05-20;1,8925;1,259;0,262041
2016-05-23;1,8839;1,363;0,243268
2016-05-24;1,911;1,468;0,225865
2016-05-25;1,9188;1,591;0,207329
2016-05-26;1,8798;1,712;0,190865
2016-05-27;1,8997;1,842;0,17487
2016-05-31;1,8889;1,976;0,160044
2016-06-01;1,8928;2,132;0,144417
2016-06-02;1,8486;2,34;0,126277
2016-06-03;1,7461;2,547;0,110716
2016-06-06;1,7703;2,77;0,096255
2016-06-07;1,7552;3,009;0,082999
2016-06-08;1,7423;3,272;0,070674
2016-06-09;1,7169;3,57;0,059038
2016-06-10;1,6738;3,891;0,048722
2016-06-13;1,6555;4,227;0,039955
2016-06-14;1,6558;4,592;0,03228
2016-06-15;1,6323;4,989;0,025656
2016-06-16;1,6074;5,373;0,020584
2016-06-17;1,652;5,74;0,0167
2016-06-20;1,6973;6,094;0,013673
2016-06-21;1,7341;6,473;0,011055
2016-06-22;1,7163;6,82;0,009107
2016-06-23;1,7731;7,312;0,006928
2016-06-24;1,6008;7,913;0,004972
2016-06-27;1,4897;8,544;0,003518
2016-06-28;1,4839;9,196;0,002467
2016-06-29;1,49;9,85;0,001732
2016-06-30;1,5151;10,553;0,001185
2016-07-01;1,4879;11,374;0,000764
2016-07-05;1,3965;12,219;0,000487
2016-07-06;1,4035;13,084;0,000308
2016-07-07;1,416;14,013;0,000188
2016-07-08;1,3861;14,906;0,000118
2016-07-11;1,4484;15,717;7,7e-05
2016-07-12;1,5422;16,606;4,8e-05
2016-07-13;1,4981;17,453;3,1e-05
2016-07-14;1,5533;18,242;2,1e-05
2016-07-15;1,6163;19,062;1,4e-05
2016-07-18;1,608;19,94;9e-06
2016-07-19;1,5788;20,799;6e-06
2016-07-20;1,6095;21,71;3e-06
2016-07-21;1,5869;22,627;2e-06
2016-07-22;1,5977;23,562;1e-06
2016-07-25;1,5997;24,531;1e-06
2016-07-26;1,592;25,595;0
2016-07-27;1,5435;26,694;0
2016-07-28;1,5381;27,909;0
2016-07-29;1,482;29,075;0
2016-08-01;1,5303;30,208;0
2016-08-02;1,5663;31,371;0
2016-08-03;1,5631;32,622;0
2016-08-04;1,5277;33,754;0
2016-08-05;1,6101;34,908;0
2016-08-08;1,6109;36,166;0
2016-08-09;1,5662;37,511;0
2016-08-10;1,5346;38,754;0
2016-08-11;1,6023;40,118;0
2016-08-12;1,5527;41,43;0
2016-08-15;1,593;42,724;0
2016-08-16;1,6142;44,08;0
2016-08-17;1,5957;45,515;0
2016-08-18;1,5701;46,872;0
2016-08-19;1,6199;48,338;0
2016-08-22;1,5809;49,831;0
2016-08-23;1,5809;51,357;0
2016-08-24;1,579;52,856;0
2016-08-25;1,6028;54,264;0
2016-08-26;1,6533;55,829;0
2016-08-29;1,5965;57,41;0
2016-08-30;1,6017;58,999;0
2016-08-31;1,6099;60,628;0
2016-09-01;1,6046;62,199;0
2016-09-02;1,6386;63,943;0
2016-09-06;1,581;65,753;0
2016-09-07;1,5677;67,382;0
2016-09-08;1,648;68,878;0
2016-09-09;1,7074;70,409;0
2016-09-12;1,7022;71,791;0
2016-09-13;1,7649;73,282;0
2016-09-14;1,7319;74,753;0
2016-09-15;1,7466;76,291;0
2016-09-16;1,73;77,836;0
2016-09-19;1,7348;79,432;0
2016-09-20;1,7248;81,132;0
2016-09-21;1,6968;82,965;0
2016-09-22;1,661;84,846;0
2016-09-23;1,6543;86,843;0
2016-09-26;1,626;88,967;0
2016-09-27;1,5954;91,097;0
2016-09-28;1,6044;93,293;0
2016-09-29;1,5948;95,405;0
2016-09-30;1,6311;97,46;0
2016-10-03;1,6581;99,341;0
2016-10-04;1,7186;101,134;0
2016-10-05;1,7522;102,839;0
2016-10-06;1,7847;104,641;0
2016-10-07;1,7628;106,337;0
2016-10-11;1,7993;108,004;0
2016-10-12;1,8131;109,818;0
2016-10-13;1,7778;111,485;0
2016-10-14;1,8247;113,269;0
2016-10-17;1,7976;115,135;0
2016-10-18;1,7817;117,003;0
2016-10-19;1,7872;118,903;0
2016-10-20;1,7848;120,889;0
2016-10-21;1,7682;122,796;0
2016-10-24;1,7954;124,756;0
2016-10-25;1,7875;126,63;0
2016-10-26;1,8156;128,281;0
2016-10-27;1,8767;129,921;0
2016-10-28;1,884;131,643;0
2016-10-31;1,8682;133,398;0
2016-11-01;1,8644;135,305;0
2016-11-02;1,8325;137,158;0
2016-11-03;1,8505;139,175;0
2016-11-04;1,8168;141,01;0
2016-11-07;1,8648;142,685;0
2016-11-08;1,9069;143,458;0
2016-11-09;2,1193;143,896;0
2016-11-10;2,198;143,981;0
2016-11-14;2,28;144,024;0
2016-11-15;2,2898;144,109;0
2016-11-16;2,2806;143,902;0
2016-11-17;2,3481;143,469;0
2016-11-18;2,4001;143,089;0
2016-11-21;2,3884;142,748;0
2016-11-22;2,3794;142,233;0
2016-11-23;2,42;141,705;0
2016-11-25;2,4231;141,351;0
2016-11-28;2,3832;141,069;0
2016-11-29;2,3668;140,491;0
2016-11-30;2,4353;139,555;0
2016-12-01;2,519;138,888;0
2016-12-02;2,4569;138,219;0
2016-12-05;2,4576;137,536;0
2016-12-06;2,4616;137,047;0
2016-12-07;2,4165;136,288;0
2016-12-08;2,4799;135,26;0
2016-12-09;2,5438;134,205;0
2016-12-12;2,551;133,179;0
2016-12-13;2,545;131,918;0
2016-12-14;2,6018;130,414;0
2016-12-15;2,6611;128,913;0
2016-12-16;2,6627;127,668;0
2016-12-19;2,6026;126,304;0
2016-12-20;2,6329;125,043;0
2016-12-21;2,6095;123,764;0
2016-12-22;2,6155;122,512;0
2016-12-23;2,61;121,179;0
2016-12-27;2,6319;120,067;0
2016-12-28;2,5782;119,078;0
2016-12-29;2,5486;118,239;0
2016-12-30;2,5119;117,433;0
2017-01-03;2,5043;116,609;0
2017-01-04;2,5092;116,127;0
2017-01-05;2,4235;115,479;0
2017-01-06;2,4655;115,004;0
2017-01-09;2,4223;114,521;0
2017-01-10;2,4244;114,074;0
2017-01-11;2,4158;113,673;0
2017-01-12;2,404;113,143;0
2017-01-13;2,4372;112,867;0
2017-01-17;2,3728;112,24;0
2017-01-18;2,4625;111,415;0
2017-01-19;2,514;110,568;0
2017-01-20;2,5201;110,012;0
2017-01-23;2,4458;109,209;0
2017-01-24;2,5099;108,19;0
2017-01-25;2,5668;107,229;0
2017-01-26;2,5525;106,355;0
2017-01-27;2,5309;105,635;0
2017-01-31;2,4912;104,813;0
2017-02-01;2,5186;104,018;0
2017-02-02;2,5121;103,182;0
2017-02-03;2,5237;102,634;0
2017-02-06;2,4478;102,177;0
2017-02-07;2,4239;101,882;0
2017-02-08;2,3812;101,328;0
2017-02-09;2,4503;100,739;0
2017-02-10;2,4602;100,076;0
2017-02-13;2,4802;99,247;0
2017-02-14;2,5252;98,301;0
2017-02-15;2,5576;97,564;0
2017-02-16;2,5022;96,933;0
2017-02-17;2,4737;96,29;0
2017-02-21;2,4777;95,68;0
2017-02-22;2,4691;95,211;0
2017-02-23;2,4307;94,996;0
2017-02-24;2,3618;94,594;0
2017-02-27;2,4133;94,209;0
2017-02-28;2,4086;93,461;0
2017-03-01;2,5083;92,596;0
2017-03-02;2,5413;91,757;0
2017-03-03;2,535;90,906;0
2017-03-06;2,5393;90,059;0
2017-03-07;2,539;88,999;0
2017-03-08;2,5996;87,774;0
2017-03-09;2,6473;86,623;0
2017-03-10;2,6287;85,434;0
2017-03-14;2,6412;84,581;0
2017-03-15;2,5466;83,645;0
2017-03-16;2,5715;82,81;0
2017-03-17;2,5435;82,088;0
2017-03-20;2,5115;81,506;0
2017-03-21;2,4713;81,009;0
2017-03-22;2,4471;80,488;0
2017-03-23;2,4542;80,014;0
2017-03-24;2,4411;79,613;0
2017-03-27;2,4198;79,072;0
2017-03-28;2,4611;78,648;0
2017-03-29;2,4271;78,1;0
2017-03-30;2,464;77,631;0
2017-03-31;2,4412;77,346;0
2017-04-03;2,3866;77,038;0
2017-04-04;2,394;76,797;0
2017-04-05;2,3741;76,533;0
2017-04-06;2,3812;76,151;0
2017-04-07;2,4162;75,825;0
2017-04-10;2,4001;75,703;0
2017-04-11;2,3397;75,656;0
2017-04-12;2,3173;75,758;0
2017-04-13;2,2738;75,77;0
2017-04-17;2,3007;76,075;0
2017-04-18;2,2149;76,26;0
2017-04-19;2,2505;76,347;0
2017-04-20;2,2801;76,457;0
2017-04-21;2,2735;76,427;0
2017-04-24;2,315;76,181;0
2017-04-25;2,3779;76,029;0
2017-04-26;2,3509;75,935;0
2017-04-27;2,3339;75,874;0
2017-04-28;2,3249;75,689;0
2017-05-01;2,361;75,624;0
2017-05-02;2,3264;75,426;0
2017-05-03;2,3651;75,116;0
2017-05-04;2,3976;74,826;0
2017-05-05;2,3924;74,429;0
2017-05-08;2,4232;73,945;0
2017-05-09;2,449;73,449;0
2017-05-10;2,4526;73,006;0
2017-05-11;2,4376;72,777;0
2017-05-12;2,3754;72,505;0
2017-05-15;2,3882;72,287;0
2017-05-16;2,3727;72,423;0
2017-05-17;2,2697;72,542;0
2017-05-18;2,275;72,654;0
2017-05-19;2,2777;72,724;0
2017-05-22;2,2902;72,67;0
2017-05-23;2,3264;72,72;0
2017-05-24;2,2968;72,804;0
2017-05-25;2,2875;72,888;0
2017-05-26;2,2877;73,112;0
2017-05-30;2,2485;73,358;0
2017-05-31;2,243;73,585;0
2017-06-01;2,2491;74,047;0
2017-06-02;2,1837;74,413;0
2017-06-05;2,2121;74,921;0
2017-06-06;2,1735;75,33;0
2017-06-07;2,2025;75,69;0
2017-06-08;2,217;76,002;0
2017-06-09;2,2314;76,304;0
2017-06-12;2,235;76,615;0
2017-06-13;2,2333;77,165;0
2017-06-14;2,1699;77,671;0
2017-06-15;2,1834;78,216;0
2017-06-16;2,1744;78,639;0
2017-06-19;2,2085;79,199;0
2017-06-20;2,1735;79,747;0
2017-06-21;2,1784;80,344;0
2017-06-22;2,167;80,948;0
2017-06-23;2,1672;81,587;0
2017-06-26;2,16;81,966;0
2017-06-27;2,2281;82,277;0
2017-06-28;2,2468;82,385;0
2017-06-29;2,2987;82,36;0
2017-06-30;2,3331;82,159;0
2017-07-03;2,378;82,046;0
2017-07-05;2,356;81,762;0
2017-07-06;2,3993;81,394;0
2017-07-07;2,4206;81,094;0
2017-07-10;2,4039;80,839;0
2017-07-11;2,3927;80,754;0
2017-07-12;2,3502;80,582;0
2017-07-13;2,3724;80,495;0
2017-07-14;2,3513;80,481;0
2017-07-17;2,3335;80,639;0
2017-07-18;2,2912;80,775;0
2017-07-19;2,2973;80,942;0
2017-07-20;2,2903;81,212;0
2017-07-21;2,2655;81,426;0
2017-07-24;2,2804;81,327;0
2017-07-25;2,3577;81,401;0
2017-07-26;2,3157;81,375;0
2017-07-27;2,3406;81,428;0
2017-07-28;2,322;81,482;0
2017-07-31;2,3224;81,697;0
2017-08-01;2,284;81,895;0
2017-08-02;2,289;82,231;0
2017-08-03;2,257;82,427;0
2017-08-04;2,2913;82,658;0
2017-08-07;2,2839;82,784;0
2017-08-08;2,3097;83,092;0
2017-08-09;2,2674;83,565;0
2017-08-10;2,2304;84,107;0
2017-08-11;2,2156;84,506;0
2017-08-14;2,2505;84,716;0
2017-08-15;2,295;85,099;0
2017-08-16;2,2564;85,66;0
2017-08-17;2,2176;86,215;0
2017-08-18;2,2206;86,82;0
2017-08-21;2,2113;87,288;0
2017-08-22;2,2436;87,968;0
2017-08-23;2,1985;88,559;0
2017-08-24;2,2202;89,261;0
2017-08-25;2,1979;90,022;0
2017-08-28;2,1874;90,943;0
2017-08-29;2,1558;91,823;0
2017-08-30;2,1676;92,851;0
2017-08-31;2,1394;93,695;0
2017-09-01;2,181;94,976;0
2017-09-05;2,0941;96,123;0
2017-09-06;2,1257;97,577;0
2017-09-07;2,0679;99,013;0
2017-09-08;2,0766;100,078;0
2017-09-11;2,1544;100,987;0
2017-09-12;2,1884;101,778;0
2017-09-13;2,2139;102,592;0
2017-09-14;2,212;103,369;0
2017-09-15;2,2214;103,998;0
2017-09-18;2,2519;104,59;0
2017-09-19;2,261;104,991;0
2017-09-20;2,2983;105,45;0
2017-09-21;2,289;105,971;0
2017-09-22;2,2794;106,753;0
2017-09-25;2,2335;107,436;0
2017-09-26;2,254;107,751;0
2017-09-27;2,3222;108,058;0
2017-09-28;2,3252;108,269;0
2017-09-29;2,3435;108,437;0
2017-10-02;2,3523;108,675;0
2017-10-03;2,3411;108,914;0
2017-10-04;2,3423;109,051;0
2017-10-05;2,3612;109,082;0
2017-10-06;2,3809;109,254;0
2017-10-10;2,3574;109,462;0
2017-10-11;2,3523;109,774;0
2017-10-12;2,336;110,367;0
2017-10-13;2,2896;110,862;0
2017-10-16;2,3083;111,369;0
2017-10-17;2,3082;111,642;0
2017-10-18;2,349;112,006;0
2017-10-19;2,3355;112,025;0
2017-10-20;2,3939;112,124;0
2017-10-23;2,3818;111,972;0
2017-10-24;2,4241;111,685;0
2017-10-25;2,4467;111,293;0
2017-10-26;2,4647;111,127;0
2017-10-27;2,4286;111,273;0
2017-10-30;2,3794;111,398;0
2017-10-31;2,384;111,593;0
2017-11-01;2,3742;111,91;0
2017-11-02;2,3565;112,349;0
2017-11-03;2,3391;112,915;0
2017-11-06;2,3213;113,555;0
2017-11-07;2,3123;114,089;0
2017-11-08;2,331;114,555;0
2017-11-09;2,3437;114,546;0
2017-11-10;2,4176;114,552;0
2017-11-13;2,4166;114,698;0
2017-11-14;2,3971;115,203;0
2017-11-15;2,3454;115,467;0
2017-11-16;2,3832;115,876;0
2017-11-17;2,3638;116,14;0
2017-11-20;2,3871;116,46;0
2017-11-21;2,381;117,034;0
2017-11-22;2,3468;117,512;0
2017-11-24;2,363;118,118;0
2017-11-27;2,3475;118,668;0
2017-11-28;2,3581;118,947;0
2017-11-29;2,3983;118,933;0
2017-11-30;2,4407;119,322;0
2017-12-01;2,3873;119,668;0
2017-12-04;2,3955;120,171;0
2017-12-05;2,3769;120,937;0
2017-12-06;2,3449;121,39;0
2017-12-07;2,3895;121,79;0
2017-12-08;2,3991;122,187;0
2017-12-11;2,4021;122,469;0
2017-12-12;2,4196;123,112;0
2017-12-13;2,3763;123,851;0
2017-12-14;2,3677;124,636;0
2017-12-15;2,3656;125,116;0
2017-12-18;2,4071;125,007;0
2017-12-19;2,4818;124,624;0
2017-12-20;2,5171;124,355;0
2017-12-21;2,505;124,112;0
2017-12-22;2,5038;124,046;0
2017-12-26;2,4846;124,46;0
2017-12-27;2,4304;124,741;0
2017-12-28;2,4492;125,247;0
2017-12-29;2,4263;125,337;0
2018-01-02;2,4776;125,599;0
2018-01-03;2,461;125,826;0
2018-01-04;2,4682;125,906;0
2018-01-05;2,4878;125,922;0
2018-01-08;2,4979;125,373;0
2018-01-09;2,5625;124,835;0
2018-01-10;2,5633;124,42;0
2018-01-11;2,5523;123,921;0
2018-01-12;2,5638;123,539;0
2018-01-16;2,5537;122,929;0
2018-01-17;2,5803;121,824;0
2018-01-18;2,6344;120,58;0
2018-01-19;2,6506;119,193;0
2018-01-22;2,6671;118,161;0
2018-01-23;2,6321;116,935;0
2018-01-24;2,6541;116,008;0
2018-01-25;2,6254;114,734;0
2018-01-26;2,6629;113,113;0
2018-01-29;2,6999;111,196;0
2018-01-30;2,7312;109,358;0
2018-01-31;2,7249;106,876;0
2018-02-01;2,791;103,795;0
2018-02-02;2,8525;101,393;0
2018-02-05;2,7858;98,89;0
2018-02-06;2,7973;95,761;0
2018-02-07;2,8619;92,506;0
2018-02-08;2,8763;89,412;0
2018-02-09;2,8618;86,072;0
2018-02-12;2,8885;83,06;0
2018-02-13;2,8568;79,206;0
2018-02-14;2,9452;75,54;0
2018-02-15;2,9282;72,134;0
2018-02-16;2,9034;68,687;0
2018-02-20;2,9099;64,745;0
2018-02-21;2,9646;61,022;0
2018-02-22;2,9443;57,716;0
2018-02-23;2,9017;54,613;0
2018-02-26;2,8816;51,149;0
2018-02-27;2,9231;47,98;0
2018-02-28;2,8929;45,358;0
2018-03-01;2,8339;42,272;0
2018-03-02;2,887;39,031;0
2018-03-05;2,9064;35,844;0
2018-03-06;2,9025;32,651;0
2018-03-07;2,9053;29,708;0
2018-03-08;2,8786;26,524;0
2018-03-09;2,9086;23,6;1e-06
2018-03-12;2,8804;20,916;5e-06
2018-03-13;2,8537;18,474;1,8e-05
2018-03-14;2,8264;16,027;6,5e-05
2018-03-15;2,8286;13,363;0,000266
2018-03-16;2,8558;10,686;0,001104
2018-03-19;2,8588;7,75;0,005438
2018-03-20;2,8915;4,755;0,029361
